genome,domaine,phylum,habitat_binnedfrom,depth_binnedfrom,functional_group,substrate,Rmax,K
73.20111000_P3M.42,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07778365695920866,4.61066574796773
73.20111000_P3M.48,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.1346577639504247,8.045026559265388
73.20111000_P3M.58,Bacteria,Nitrospirae,palsa,mid,Aerobic heterotroph,Acetate,0.08488398576707558,5.109974795781689
73.20111000_P3M.68,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.2189731271164935,13.527171208487147
73.20111000_P3M.76,Bacteria,WPS2,palsa,mid,Aerobic heterotroph,Acetate,0.06858513007192188,4.102521576395788
73.20111000_P3M.97,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.28754350526001476,17.587388782201618
73.20111000_P3M.98,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.0984015902449384,5.948920786506677
73.20111000_S1D.29,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.07585289118442705,4.601141098816872
73.20111000_S1D.36,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.09079093923546201,4.997088267919401
73.20111000_S1D.39,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.08947845454685119,5.392216868399398
73.20111000_S2D.31,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.1183220802111795,7.248735949015291
73.20111000_S2S.14,Bacteria,WPS2,bog,surface,Aerobic heterotroph,Acetate,0.06755622876402581,4.0799660307785
73.20111000_S3M.11,Bacteria,Proteobacteria,bog,mid,Aerobic heterotroph,Acetate,0.07506316589947909,4.527117240234172
73.20111000_S3S.15,Bacteria,Proteobacteria,bog,surface,Aerobic heterotroph,Acetate,0.051621898322069745,3.0894380414682043
73.20120500_P13.26,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.12927504827411856,7.2235142299937545
73.20120500_P14.1,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.07086611908421449,4.213607768467467
73.20120500_P16.21,Bacteria,Bacteroidetes,palsa,series,Aerobic heterotroph,Acetate,0.050747595154680095,3.02818227013002
73.20120500_P17.2,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.18469362261708772,11.135270303017608
73.20120500_P19.15,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.11225258023005019,6.697277314525258
73.20120500_P19.29,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.16087522399961915,9.718008899038077
73.20120500_P19.4,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1076813748323059,6.41033783582246
73.20120500_P23.13,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.15972873006691007,9.787639000415867
73.20120500_P24.13,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.07998572822581476,4.863665031513091
73.20120500_P26.1,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1234037206172845,7.5752520136738655
73.20120500_P26.11,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.10681318144016924,5.944089394832265
73.20120500_P26.6,Bacteria,AD3,palsa,series,Aerobic heterotroph,Acetate,0.12788493409673293,7.674743983916942
73.20120500_P27.13,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.05888145659383444,3.519636331955954
73.20120500_P27.30,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1462778588311984,8.75583290681933
73.20120500_P28.10,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.16205490009314705,9.768290993897766
73.20120500_P28.28,Bacteria,Firmicutes,palsa,series,Aerobic heterotroph,Acetate,0.1811509204822364,10.901067412905963
73.20120500_P28.34,Bacteria,Proteobacteria,palsa,series,Aerobic heterotroph,Acetate,0.08499297545587171,5.116254248335445
73.20120500_P28.8,Bacteria,Proteobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1780167690329241,9.931585339823334
73.20120500_P28.9,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.09104573278569707,5.035945570171445
73.20120500_P31.10,Bacteria,Proteobacteria,palsa,series,Aerobic heterotroph,Acetate,0.11828482638820072,7.143971386797324
73.20120500_P31.5,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.05744812568987274,3.429088862219846
73.20120500_P32.12,Bacteria,Proteobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1394966682953773,8.455689415592449
73.20120500_P32.13,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.06321412743418346,3.7751960553648916
73.20120500_P32.15,Bacteria,Proteobacteria,palsa,series,Aerobic heterotroph,Acetate,0.07742319684891788,4.6228831466113025
73.20120500_P32.17,Bacteria,AD3,palsa,series,Aerobic heterotroph,Acetate,0.1640699984983594,9.927613648847105
73.20120500_P33.13,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.0725806002692265,4.338814194563738
73.20120500_P39.11,Bacteria,Acidobacteria,palsa,series,Aerobic heterotroph,Acetate,0.13868602756822,7.714188704212757
73.20120500_P39.29,Bacteria,Actinobacteria,palsa,series,Aerobic heterotroph,Acetate,0.1261906104871688,7.658861067996004
73.20120600_E1D.105,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.14373586258505636,8.647978717368998
73.20120600_E1D.109,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.10946434626148697,6.52030078974017
73.20120600_E1D.135,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.1495875318208333,8.958452913312648
73.20120600_E1D.138,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.05173792243015682,3.077869366355405
73.20120600_E1D.18,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.13357289698875818,8.03778807718881
73.20120600_E1D.22,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.12989563150888772,7.756952920113204
73.20120600_E2D.100,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.09824080118277372,5.837652547914532
73.20120600_E2D.104,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.1123527714807907,6.2088234175604855
73.20120600_E2D.118,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.07634822781728645,4.539426603359684
73.20120600_E2D.155,Bacteria,Proteobacteria,fen,deep,Aerobic heterotroph,Acetate,0.09260009363219905,5.5040347018956295
73.20120600_E2D.49,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.21330508369817833,13.003709801847753
73.20120600_E2D.52,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.1428094677320311,8.649321501541806
73.20120600_E2D.69,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.09957638577663457,5.9662304849778
73.20120600_E3D.145,Bacteria,Proteobacteria,fen,deep,Aerobic heterotroph,Acetate,0.07927650108950605,4.702828772123693
73.20120600_E3D.149,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.13632594400258216,8.188792092441416
73.20120600_E3D.25,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.09582007491262219,5.711770170286138
73.20120600_E3D.26,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.06901496723143356,4.086112664953564
73.20120600_E3D.60,Bacteria,Proteobacteria,fen,deep,Aerobic heterotroph,Acetate,0.0550991027604044,3.2695115359800733
73.20120600_E3D.84,Bacteria,Proteobacteria,fen,deep,Aerobic heterotroph,Acetate,0.08358792353132347,4.984052409421027
73.20120600_E3D.99,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.04636562776116893,2.7400032336121014
73.20120600_P2M.24,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.06688552768096888,4.054944751960558
73.20120600_P2M.43,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.09222835610502841,5.575601987912967
73.20120600_P2M.6,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.10843668672592245,6.637353789180773
73.20120600_P3M.2,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07679823987274047,4.608296106602694
73.20120600_P3S.7,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.06553409019150784,3.9238195732566554
73.20120600_S3D.22,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11057647600106306,6.696221235216296
73.20120600_S3M.9,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.07331067241782141,4.406622865001115
73.20120700_E1D.21,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.15669425275267487,9.569356112204847
73.20120700_E1X.16,Bacteria,Gemmatimonadetes,fen,extradeep,Aerobic heterotroph,Acetate,0.12405172302385238,7.476902948121058
73.20120700_E2X.198,Bacteria,Ignavibacteriae,fen,extradeep,Aerobic heterotroph,Acetate,0.07863390893339454,4.747989656479445
73.20120700_E2X.256,Bacteria,Proteobacteria,fen,extradeep,Aerobic heterotroph,Acetate,0.05882307111869487,3.479966619298145
73.20120700_E2X.266,Bacteria,Ignavibacteriae,fen,extradeep,Aerobic heterotroph,Acetate,0.13576813980953886,8.183703691518382
73.20120700_E2X.73,Bacteria,Ignavibacteriae,fen,extradeep,Aerobic heterotroph,Acetate,0.108746075652861,6.506778974846714
73.20120700_E3M.140,Bacteria,Proteobacteria,fen,mid,Aerobic heterotroph,Acetate,0.052395398068874256,3.124352174432996
73.20120700_E3M.188,Bacteria,Proteobacteria,fen,mid,Aerobic heterotroph,Acetate,0.15520718802437566,9.310430576705485
73.20120700_E3M.207,Bacteria,Chloroflexi,fen,mid,Aerobic heterotroph,Acetate,0.18948149170025663,10.059620203030635
73.20120700_E3M.214,Bacteria,Proteobacteria,fen,mid,Aerobic heterotroph,Acetate,0.12854383825186733,7.113858796109781
73.20120700_E3M.239,Bacteria,Proteobacteria,fen,mid,Aerobic heterotroph,Acetate,0.0535584160015634,3.230983481612721
73.20120700_E3M.30,Bacteria,Verrucomicrobia,fen,mid,Aerobic heterotroph,Acetate,0.11225775090180365,6.756730069130929
73.20120700_E3M.37,Bacteria,Chloroflexi,fen,mid,Aerobic heterotroph,Acetate,0.07140033689467573,4.230282600839114
73.20120700_E3M.58,Bacteria,Planctomycetes,fen,mid,Aerobic heterotroph,Acetate,0.07414416421128302,4.483669282532982
73.20120700_E3M.60,Bacteria,Actinobacteria,fen,mid,Aerobic heterotroph,Acetate,0.10428699138152371,6.241988351652687
73.20120700_E3M.80,Bacteria,Ignavibacteriae,fen,mid,Aerobic heterotroph,Acetate,0.12475368308530967,7.51799365576267
73.20120700_P1D.1,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08245366790698977,4.973271661196751
73.20120700_P2D.11,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07561023707036287,4.6046301979990485
73.20120700_P2D.31,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.12716673066193657,7.740790602121369
73.20120700_P2D.6,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07498364981969585,4.5334155872126525
73.20120700_P2D.7,Bacteria,Gemmatimonadetes,palsa,deep,Aerobic heterotroph,Acetate,0.08700461265868735,5.2347057269662525
73.20120700_P2M.12,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.05888439294559793,3.529180968475921
73.20120700_P2S.1,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.0724175567787452,4.2978709756764735
73.20120700_P3D.103,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08654300023311758,4.768309538276607
73.20120700_P3D.105,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.11056250477937131,6.583909101834402
73.20120700_P3D.107,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Acetate,0.051439864208048164,3.1075340657351953
73.20120700_P3D.111,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.14627866001942716,8.77435613173044
73.20120700_P3D.113,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.16681802166174317,9.315082951589147
73.20120700_P3D.118,Bacteria,Cyanobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1587820414177588,8.400511754735101
73.20120700_P3D.127,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.23065348108539166,13.169590332943221
73.20120700_P3D.134,Bacteria,Chloroflexi,palsa,deep,Aerobic heterotroph,Acetate,0.1281356142368962,7.69178090366475
73.20120700_P3D.140,Bacteria,Nitrospirae,palsa,deep,Aerobic heterotroph,Acetate,0.0816384704919101,4.920750378518064
73.20120700_P3D.154,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.12666292317277458,7.604573404776875
73.20120700_P3D.179,Bacteria,FCPU426,palsa,deep,Aerobic heterotroph,Acetate,0.03971741951602066,2.3734756824797882
73.20120700_P3D.181,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.05699950194105663,3.3868035459558317
73.20120700_P3D.185,Bacteria,Elusimicrobia,palsa,deep,Aerobic heterotroph,Acetate,0.08006221459109031,4.836692768323362
73.20120700_P3D.200,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.05122992329161884,3.0814683170865713
73.20120700_P3D.214,Bacteria,AD3,palsa,deep,Aerobic heterotroph,Acetate,0.23366146764835682,14.180650745270324
73.20120700_P3D.215,Bacteria,Planctomycetes,palsa,deep,Aerobic heterotroph,Acetate,0.10822983654970048,5.815919390281562
73.20120700_P3D.240,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.10461506202612104,6.235347684750093
73.20120700_P3D.248,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.13173714222784996,7.379535778527026
73.20120700_P3D.249,Bacteria,Bacteroidetes,palsa,deep,Aerobic heterotroph,Acetate,0.08213785920729606,4.921701575415671
73.20120700_P3D.263,Bacteria,Ignavibacteriae,palsa,deep,Aerobic heterotroph,Acetate,0.07171206286174289,4.268826450815359
73.20120700_P3D.270,Bacteria,Planctomycetes,palsa,deep,Aerobic heterotroph,Acetate,0.0940015995668477,5.2339953215608706
73.20120700_P3D.282,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.10494645177251463,6.243505204622368
73.20120700_P3D.296,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07456560556261743,4.515203366005532
73.20120700_P3D.30,Bacteria,AD3,palsa,deep,Aerobic heterotroph,Acetate,0.16654742519198037,10.028562042281482
73.20120700_P3D.316,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.13861176245568357,8.314845319185459
73.20120700_P3D.326,Bacteria,Chlamydiae,palsa,deep,Aerobic heterotroph,Acetate,0.10109458877061203,6.047224677502355
73.20120700_P3D.333,Bacteria,Nitrospirae,palsa,deep,Aerobic heterotroph,Acetate,0.10715723222535718,6.3847107528576466
73.20120700_P3D.339,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1090689181606376,5.861546774628784
73.20120700_P3D.35,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Acetate,0.16529946182161942,9.982324569418328
73.20120700_P3D.355,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Acetate,0.06358085250176225,3.8056958368134315
73.20120700_P3D.41,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.17938246021453028,9.513119626245018
73.20120700_P3D.455,Bacteria,Bacteroidetes,palsa,deep,Aerobic heterotroph,Acetate,0.06990087790416558,4.1981018935883085
73.20120700_P3D.459,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.23366082094917517,14.531008027445163
73.20120700_P3D.536,Bacteria,Ignavibacteriae,palsa,deep,Aerobic heterotroph,Acetate,0.1256980143435523,7.5178520742012065
73.20120700_P3D.59,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.22264429761727714,13.564591941142325
73.20120700_P3D.64,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.20422249144293808,11.436845162194412
73.20120700_P3D.7,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.12221159723298407,7.2878986193543405
73.20120700_P3D.75,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.21854849618421618,12.353074860823503
73.20120700_P3D.97,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07203972741242555,4.345717354280544
73.20120700_P3M.9,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.06902207297285998,4.133199374723465
73.20120700_P3S.10,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.06331443894124206,3.8468840609130073
73.20120700_P3S.3,Bacteria,Proteobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.08165078562187102,4.948208733663229
73.20120700_S1D.105,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11132361339383604,6.153609867979836
73.20120700_S1D.120,Bacteria,Verrucomicrobia,bog,deep,Aerobic heterotroph,Acetate,0.09897991134725864,5.927971300093646
73.20120700_S1D.133,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0592156861996636,3.576653652681994
73.20120700_S1D.200,Bacteria,AD3,bog,deep,Aerobic heterotroph,Acetate,0.15705139774965357,9.440027222793947
73.20120700_S1D.208,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0613375116180536,3.660838701297391
73.20120700_S1D.223,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.08075373075160575,4.464684346808604
73.20120700_S1D.243,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.07782664853064795,4.735374469910803
73.20120700_S1D.247,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0826539870327736,4.966210105000188
73.20120700_S1D.260,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.08707173584129535,4.854688104569305
73.20120700_S1D.262,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.14827585212175373,9.092263680050493
73.20120700_S1D.328,Bacteria,Patescibacteria,bog,deep,Aerobic heterotroph,Acetate,0.09897571897995874,7.636801699376815
73.20120700_S1D.36,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.12100526322880632,6.6839778210293765
73.20120700_S1D.371,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.08217120584802141,4.998843718349792
73.20120700_S1D.55,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0944640960850835,5.700782984256543
73.20120700_S1D.72,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11263295477428117,6.038257898288481
73.20120700_S1D.81,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11781076850300337,6.507584074815334
73.20120700_S1D.86,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.12335497033069415,7.409212265624303
73.20120700_S1D.88,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11561478217599057,6.189741029667782
73.20120700_S1D.89,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.09824240579727125,5.859491926751886
73.20120700_S1D.95,Bacteria,WPS2,bog,deep,Aerobic heterotroph,Acetate,0.13360206296336938,8.178895249478412
73.20120700_S1D.96,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Acetate,0.07387674501223829,4.409496805063741
73.20120700_S1D.97,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.10777528600916592,5.663141862542158
73.20120700_S1S.22,Bacteria,Acidobacteria,bog,surface,Aerobic heterotroph,Acetate,0.07134744649291436,3.9440166348880243
73.20120700_S1X.44,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Acetate,0.11604731811012016,7.117457175927516
73.20120700_S3D.28,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.12381516157979364,7.410012465412695
73.20120700_S3X.5,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Acetate,0.14408300127103643,7.999572976501377
73.20120700_S3X.67,Bacteria,Actinobacteria,bog,extradeep,Aerobic heterotroph,Acetate,0.19110107759751133,11.521228349285398
73.20120800_E1D.12,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.07778529080555482,4.625515030574279
73.20120800_E1D.31,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.14311119058924182,8.561198888120495
73.20120800_E1D.55,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.09170101058920578,5.449011977423769
73.20120800_E1X.33,Bacteria,Actinobacteria,fen,extradeep,Aerobic heterotroph,Acetate,0.18417945754344636,11.091377871290444
73.20120800_E2D.21,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.06837306964262953,4.048983026953599
73.20120800_E2D.54,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.18417930769840155,11.088687238317764
73.20120800_E2X.33,Bacteria,Verrucomicrobia,fen,extradeep,Aerobic heterotroph,Acetate,0.1431143477593814,8.622015327381378
73.20120800_E2X.58,Bacteria,Acidobacteria,fen,extradeep,Aerobic heterotroph,Acetate,0.19334090286035585,11.755974230004714
73.20120800_E3D.4,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.1279033229285698,7.782071322596692
73.20120800_E3S.35,Bacteria,Chloroflexi,fen,surface,Aerobic heterotroph,Acetate,0.09069463145170903,5.387490526824063
73.20120800_E3S.45,Bacteria,Ignavibacteriae,fen,surface,Aerobic heterotroph,Acetate,0.06394299434421069,3.7860314013941143
73.20120800_E3X.43,Bacteria,Omnitrophica,fen,extradeep,Aerobic heterotroph,Acetate,0.11701979564470703,6.994173711250885
73.20120800_E3X.5,Bacteria,Acidobacteria,fen,extradeep,Aerobic heterotroph,Acetate,0.08839250193512485,5.269670735740082
73.20120800_E3X.55,Bacteria,WPS2,fen,extradeep,Aerobic heterotroph,Acetate,0.08358514477648676,4.9860081082969225
73.20120800_E3X.6,Bacteria,Chloroflexi,fen,extradeep,Aerobic heterotroph,Acetate,0.0766118656552531,4.545014224626416
73.20120800_P1D.7,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.11944356230657886,6.573429459393159
73.20120800_P2D.6,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.13280171761365633,7.154587153031333
73.20120800_P2M.13,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07230411567462867,4.3987705813261675
73.20120800_S1D.19,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.15164619970953067,9.096277226631827
73.20120800_S1D.7,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.1437355002243843,8.641511660697542
73.20120800_S3D.15,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.13118484153969326,7.845142509081267
73.20120800_S3M.30,Bacteria,Proteobacteria,bog,mid,Aerobic heterotroph,Acetate,0.0752289055263144,4.524018729736904
73.20120800_S3X.20,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Acetate,0.05591406468807436,3.3768356696032478
